question_id,category,company,role,round,topic,difficulty,question,evidence_type,source_note
1738,Cloud Companies,Hewlett Packard Enterprise,Full Stack Engineer,Coding Round,Cloud Architecture,Medium,How would you recover from a major failure in a system involving Cloud Architecture? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
1739,Service Companies,Virtusa,QA Engineer,Managerial Round,Computer Networks,Hard,How would you test a solution based on Computer Networks? Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
1740,Service Companies,TCS,Full Stack Engineer,HR Round,Problem Solving,Medium,How would you optimize a solution that uses Problem Solving? Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
1741,Product Companies,Microsoft,Frontend Engineer,Technical Round,Python,Easy,Describe an implementation of Python and explain its time or resource complexity. Describe the approach step by step.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
1742,Automotive Companies,BMW,Frontend Engineer,Online Assessment,Testing,Hard,What failure modes should be considered for Testing? Discuss common failure cases.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
1743,Cloud Companies,Alibaba Cloud,Frontend Engineer,System Design,IAM,Hard,What security risks should be considered when using IAM? Describe the approach step by step.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
1744,Cloud Companies,Rackspace Technology,Systems Engineer,Managerial Round,Monitoring,Medium,How would you troubleshoot a failure involving Monitoring? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
1745,Service Companies,IBM Consulting,ML Engineer,Technical Round,Python,Easy,What questions would you ask before implementing Python for a client? Discuss common failure cases.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
1746,Service Companies,Hexaware,Software Engineer,Coding Round,Coding,Hard,Explain Coding with a practical example. Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
1747,Cloud Companies,VMware,Security Engineer,System Design,Storage,Easy,How would you recover from a major failure in a system involving Storage? Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
1748,AI/ML Companies,Intel,DevOps Engineer,Managerial Round,Feature Engineering,Hard,What data problems can affect a solution based on Feature Engineering? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
1749,Cybersecurity Companies,Cisco,Data Engineer,Coding Round,Network Security,Medium,How would you investigate a security incident involving Network Security? Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
1750,Service Companies,Infosys,DevOps Engineer,System Design,Java,Medium,How would you explain Java to a non-technical client? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
1751,Cybersecurity Companies,Cisco,Security Engineer,Technical Round,Threat Detection,Medium,How would you design a secure architecture using Threat Detection? Describe the approach step by step.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
